Taxi_dist,Market_dist,Hospital_dist,Carpet_area,Builtup_area,Parking_type,City_type,Rainfall,Price_house
9866,11461,15834,1344,1605,No Parking,CAT A,1160,7674000
10022,12911,16307,1819,2187,Not Provided,CAT B,590,4792000
6741,11479,11152,1357,1625,Open,CAT A,1140,5216000
10840,11137,15466,1396,1673,Open,CAT C,690,3274000
9205,10418,14496,1118,1337,Open,CAT A,560,7227000
9538,11551,12839,1655,1986,Covered,CAT B,1150,7743000
11786,13969,15519,1156,1398,Open,CAT A,140,9237000
9615,7904,12521,1451,1734,Open,CAT C,670,3488000
7176,5779,12382,1539,1829,Open,CAT B,650,4658000
10915,17486,15964,1549,1851,Not Provided,CAT C,1220,7062000
12176,8518,15673,1582,1910,Covered,CAT C,1080,6639000
7214,8717,10553,1387,1663,Open,CAT A,850,8208000
7423,11708,13220,1200,1436,Open,CAT A,1060,7644000
15082,14700,19617,1299,1560,Open,CAT B,770,9661000
9297,12537,14418,1174,1429,Covered,CAT C,1110,5434000
